,X,Y,Hardness,Modulus
0,0.0,0.1,0.1014792717599448,0.07053078939417305
1,0.005263157894736842,0.1,0.17086907355502107,0.06330813415220828
2,0.010526315789473684,0.1,0.24025887535009732,0.05608547891024351
3,0.015789473684210527,0.1,0.296053520497202,0.06781646711553359
4,0.021052631578947368,0.1,0.3501487710633102,0.08191666075173051
5,0.02631578947368421,0.1,0.23762367685131341,0.05963108815773248
6,0.031578947368421054,0.1,0.07749276984557232,0.026949582355107318
7,0.03684210526315789,0.1,0.039176174092773464,0.018298519595002352
8,0.042105263157894736,0.1,0.06176673396644574,0.021662678356157483
9,0.04736842105263158,0.1,0.18751580084618352,0.04563576670794463
10,0.05263157894736842,0.1,0.3957916733307737,0.08609599873223739
11,0.05789473684210527,0.1,0.583322239153756,0.11707019846182103
12,0.06315789473684211,0.1,0.7449211716497278,0.13618685782301818
13,0.06842105263157894,0.1,0.8272395210680051,0.1553035171842153
14,0.07368421052631578,0.1,0.7509967043308925,0.1744201765454125
15,0.07894736842105264,0.1,0.6747538875937801,0.17938669287218162
16,0.08421052631578947,0.1,0.5985110708566677,0.13482770857845297
17,0.08947368421052632,0.1,0.5204831616176782,0.09307676425113515
18,0.09473684210526316,0.1,0.4281745123636703,0.07379013965510398
19,0.1,0.1,0.3358658631096626,0.05450351505907282
20,0.0,0.09473684210526317,0.18688763092212463,0.108980176492107
21,0.005263157894736842,0.09473684210526317,0.2594906722575873,0.08961732598998547
22,0.010526315789473684,0.09473684210526317,0.33209371359305,0.07025447548786394
23,0.015789473684210527,0.09473684210526317,0.29713560060456967,0.06609448228061948
24,0.021052631578947368,0.09473684210526317,0.24873234332559638,0.06383484623523465
25,0.02631578947368421,0.09473684210526317,0.1716606606852343,0.048304426148415264
26,0.031578947368421054,0.09473684210526317,0.08639799937018974,0.02898235347832884
27,0.03684210526315789,0.09473684210526317,0.07250285154947242,0.02373417250254098
28,0.042105263157894736,0.09473684210526317,0.09429146047591874,0.02552293737390241
29,0.04736842105263158,0.09473684210526317,0.15322086127523435,0.03721499379091546
30,0.05263157894736842,0.09473684210526317,0.24186289557284532,0.0568296834444498
31,0.05789473684210527,0.09473684210526317,0.33891814840452283,0.07330414236034606
32,0.06315789473684211,0.09473684210526317,0.44648992440378316,0.08585331285419466
33,0.06842105263157894,0.09473684210526317,0.49565252642076735,0.09596097240216972
34,0.07368421052631578,0.09473684210526317,0.4279967804731989,0.10118561005839764
35,0.07894736842105264,0.09473684210526317,0.36617500731622615,0.10954611413249396
36,0.08421052631578947,0.09473684210526317,0.32477213892633783,0.12888215066912934
37,0.08947368421052632,0.09473684210526317,0.2824297481670404,0.1404607449815508
38,0.09473684210526316,0.09473684210526317,0.2325711784524704,0.08997980150025993
39,0.1,0.09473684210526317,0.18271260873790032,0.03949885801896906
40,0.0,0.08947368421052632,0.27229599008430444,0.14742956359004095
41,0.005263157894736842,0.08947368421052632,0.34811227096015357,0.11592651782776266
