"Test"," X"," Y"," Max Load"," Max Depth"," Hardness(GPa)"," Hardness(HV)"," Modulus"," Martens"
"Test 74","-2.7711808070485","-6.9968845188368","99.725849379105","456.85012325859","61.701727798138","5830.5047682851","307.21228819572","18.071691338161"
"Test 75","-1.7715876055444","-6.9968547530932","99.574363903802","358.61210796205","125.59936255172","11868.511764325","594.36132602634","29.284390705673"
"Test 76","-0.77141893299731","-6.9968448311786","99.687511885418","979.24661769883","8.0124037268234","757.13209016617","68.353012211744","3.9318337418991"
"Test 77","0.22884895869507","-6.9968547530932","99.752479229948","1474.4362599192","2.6973315373404","254.88434362098","42.028552430706","1.7354425532132"
"Test 78","1.2286902080625","-6.9968646750077","99.530626631305","1020.8866932964","6.3470621009921","599.76563323325","73.760169292349","3.611937288863"
"Test 79","2.2287199738061","-6.9968547530932","99.378036124021","1038.2737775804","5.4576492414742","515.72056507311","86.693992927895","3.486624582942"
"Test 80","3.2285016916864","-6.9968646750077","99.557003299442","509.55132514056","40.041612929177","3783.7322137426","247.51486214642","14.502220169194"
"Test 81","4.2284223163702","-6.9968646750077","99.836966573994","615.21277914284","23.428344096644","2213.8613754123","172.05952543578","9.9765235069385"
"Test 82","5.2288787244387","-6.9968745969222","99.736713160266","924.92312859262","6.3639703830241","601.36338134386","138.09819100962","4.4094286745419"
"Test 83","-3.7707640866382","-7.9970730352129","99.395637082524","465.67798210859","58.1507430552","5494.9544650011","292.182907983","17.33542375118"
"Test 84","-2.7712304166212","-7.9970829571274","99.777931030844","631.20518719097","22.320647510071","2109.1895864642","161.64373147341","9.4717870413881"
"Test 85","-1.771637215117","-7.9970829571274","99.520829396417","1060.2090815016","5.322456105717","502.94548970972","80.435220214032","3.3486479829475"
"Test 86","-0.77143877682638","-7.9970928790419","99.653437833627","1123.6714011614","5.1050464815028","482.40136726961","62.64059892638","2.9850539134734"
"Test 87","0.22880927103694","-7.9970928790419","99.589613926126","1021.9274308647","7.2938413892728","689.23154207933","62.792894368585","3.6067204677581"
"Test 88","1.2286505204044","-7.9971028009565","99.716935621163","1449.8224447469","2.6555190242139","250.93327019309","48.698585977632","1.7942288494479"
"Test 89","2.2286902080626","-7.9970928790419","99.727753816551","986.23571942893","7.6349929371801","721.46865759884","69.567559804701","3.8778689758291"
"Test 90","3.2284520821138","-7.9970928790419","99.66149667636","1887.6468879889","1.5481152637085","146.28915184414","28.993782459996","1.0578508547491"
"Test 91","4.2277972357546","-7.9970928790419","99.822758973794","415.94752219255","85.825742853605","8110.1035709514","387.92734178408","21.82182331758"
"Test 92","5.228065127447","-7.9971028009565","99.725233527096","2160.5634182802","0.98423771917841","93.005543273764","49.613398339319","0.80799667590992"
"Test 93","-3.7713395576811","-8.9971623324437","99.885882393004","983.55674704831","5.3966975770086","509.96093753943","139.40201189001","3.9052048127589"
"Test 94","-2.7720142478693","-8.9971623324437","99.405341370797","780.5762222349","12.664536532788","1196.7353796658","110.70236741382","6.1704613272135"
"Test 95","-1.7722821395616","-8.9971623324437","99.707479513272","651.17805178486","18.330434967663","1732.1344522693","166.73031431804","8.8933785581044"
"Test 96","-0.77236151487791","-8.9971623324437","99.708262459403","1828.054194867","1.5584365780784","147.26446444552","36.868433048634","1.128474016743"
"Test 97","0.22811473701966","-8.9971623324437","99.560985884414","1267.2479025111","3.9245559044834","370.85091019416","50.236115316734","2.3447933596046"
"Test 98","1.2280452836179","-8.9971623324437","99.390194622495","571.41063118851","25.739224060804","2432.2279776257","211.00722173403","11.512919227027"
"Test 99","2.2274995783186","-8.9971623324437","99.532356793819","404.2948662191","42.66498240603","4031.6275124578","681.37452257787","23.030659982994"
"Test 100","3.227747626182","-8.9971623324437","99.689696776364","431.73637980056","63.865255228447","6034.9472928121","362.92955745652","20.227934240096"
"Test 101","4.2277178604384","-8.9971623324437","99.653549821409","588.19364844509","26.693744580138","2522.4253941001","185.87181835526","10.894082548477"
"Test 102","5.2286009108317","-8.9971623324437","99.536413203592","740.4197879333","17.025401687548","1608.8153324649","109.23528365874","6.8669597575201"
